iter	RMSE
342	0.2347438752
343	0.2347376853
344	0.2347334378
345	0.2347264817
346	0.2347165043
347	0.2347096905
348	0.2346959863
349	0.2346918876
350	0.234685526
351	0.2346787241
352	0.2346727902
353	0.2346641592
354	0.2346600547
355	0.2346528754
356	0.2346447706
357	0.2346318407
358	0.23462446
359	0.2346177294
360	0.2346067723
361	0.2345983856
362	0.2345917891
363	0.2345816444
364	0.2345751354
365	0.2345666958
366	0.2345610041
367	0.2345543677
368	0.2345468945
369	0.2345389994
370	0.2345305352
371	0.2345166341
372	0.2345097022
373	0.2345043595
374	0.2344947671
375	0.234487362
376	0.2344825193
377	0.2344780355
378	0.2344708412
379	0.2344655942
380	0.2344580423
381	0.2344512281
382	0.2344450545
383	0.2344321364
384	0.2344231619
385	0.2344140713
386	0.234407829
387	0.2344026659
388	0.2343955075
389	0.2343898912
390	0.2343838021
391	0.2343769859
392	0.2343710541
393	0.234367637
394	0.2343580388
395	0.2343463906
396	0.2343418624
397	0.2343324008
398	0.2343248582
399	0.2343196378
400	0.2343129297
401	0.2343088416
402	0.2343013504
403	0.2342906814
404	0.2342848005
405	0.2342750417
406	0.2342632372
407	0.2342477529
408	0.2342363286
409	0.2342299824
410	0.2342150086
411	0.2341999314
412	0.2341945149
413	0.2341849207
414	0.2341670975
415	0.2341624181
416	0.2341570654
417	0.2341509026
418	0.2341452299
419	0.2341397148
420	0.2341361795
421	0.2341235804
422	0.234119081
423	0.2341030471
424	0.2340967758
425	0.2340768705
426	0.2340681498
427	0.2340597772
428	0.2340496656
429	0.2340342982
430	0.2340252349
431	0.2340198671
432	0.2340139352
433	0.2339997066
434	0.2339940698
435	0.2339877293
436	0.2339822507
437	0.233973201
438	0.2339680334
439	0.2339599677
440	0.2339551774
441	0.2339482668
442	0.2339398142
443	0.2339330792
444	0.2339266466
445	0.2339215805
446	0.2339135783
447	0.2339094834
448	0.2338996613
449	0.2338934965
450	0.2338887046
451	0.2338824544
452	0.2338689733
453	0.2338634557
454	0.2338568772
455	0.233852774
456	0.2338468435
457	0.2338382751
458	0.2338223621
459	0.2338131857
460	0.2338016911
461	0.2337911959
462	0.2337854689
463	0.2337802563
464	0.2337712021
465	0.2337634308
466	0.2337572419
467	0.2337490244
468	0.2337429411
469	0.233737897
470	0.2337200516
471	0.2337159729
472	0.2337060164
473	0.2336922793
474	0.2336859958
475	0.2336833261
476	0.2336764373
477	0.2336718043
478	0.2336623539
479	0.2336549007
480	0.2336509034
481	0.2336455355
482	0.2336367386
483	0.2336289776
484	0.2336233015
485	0.2336161305
486	0.2336050667
487	0.2335990774
488	0.2335924423
489	0.2335886927
490	0.2335832773
491	0.233576416
492	0.2335713801
493	0.2335654706
494	0.2335596909
495	0.2335528692
496	0.2335481027
497	0.2335434066
498	0.2335376197
499	0.2335248326
500	0.2335195897
501	0.2335158802
502	0.2335120584
503	0.2335042219
504	0.2334988685
505	0.2334929925
506	0.2334868069
507	0.2334822704
508	0.2334738747
509	0.2334693742
510	0.2334585367
511	0.23345493
512	0.2334479827
513	0.2334432135
514	0.2334399646
515	0.2334355464
516	0.2334281298
517	0.2334241145
518	0.2334180871
519	0.2334140124
520	0.233410081
521	0.2334048764
522	0.2333966826
523	0.2333919168
524	0.2333863171
525	0.2333796588
526	0.2333750682
527	0.2333632094
528	0.2333572157
529	0.233350535
530	0.2333408492
531	0.2333362339
532	0.2333286972
533	0.2333237525
534	0.2333111448
535	0.2333066651
536	0.2333007799
537	0.2332973409
538	0.2332930903
539	0.2332809216
540	0.2332760134
541	0.2332722968
542	0.2332674831
543	0.2332585345
544	0.2332525408
545	0.233248168
546	0.2332425297
547	0.2332378727
548	0.2332274049
549	0.2332208097
550	0.2332150608
551	0.2332114292
552	0.2332054317
553	0.2331969044
554	0.2331921865
555	0.2331854602
556	0.2331819339
557	0.2331790454
558	0.2331743173
559	0.2331634801
560	0.2331572627
561	0.2331519186
562	0.2331458797
563	0.2331415001
564	0.2331331285
565	0.2331265848
566	0.2331194133
567	0.2331152072
568	0.233111397
569	0.2331059787
570	0.2331031326
571	0.2330973349
572	0.2330923155
573	0.2330831167
574	0.2330800602
575	0.2330757238
576	0.2330675938
577	0.2330612775
578	0.2330573873
579	0.2330520939
580	0.2330485348
581	0.2330435346
582	0.2330368103
583	0.2330294504
584	0.2330234949
585	0.2330192346
586	0.2330135011
587	0.2330087354
588	0.2330044652
589	0.2330007032
590	0.2329939145
591	0.2329900895
592	0.2329799992
593	0.2329759559
594	0.2329711635
595	0.2329670443
596	0.2329642188
597	0.2329595017
598	0.232955345
599	0.2329486183
600	0.2329448654
601	0.2329388058
602	0.2329368105
603	0.2329305414
604	0.2329259639
605	0.2329213414
606	0.2329131182
607	0.2329069382
608	0.2329034988
609	0.2328992171
610	0.2328920738
611	0.2328852551
612	0.2328826326
613	0.2328733954
614	0.2328633305
615	0.2328606556
616	0.2328573059
617	0.2328503898
618	0.2328458444
619	0.2328406046
620	0.232831493
621	0.2328258193
622	0.2328220546
623	0.2328166202
624	0.23280787
625	0.2328039187
626	0.2327994181
627	0.2327911188
628	0.2327887958
629	0.2327846842
630	0.2327741021
631	0.2327711244
632	0.2327665574
633	0.2327634439
634	0.232759415
635	0.2327507633
636	0.2327463097
637	0.2327424501
638	0.2327368894
639	0.2327269103
640	0.2327187792
641	0.2327154633
642	0.2327134701
643	0.2327098876
644	0.2327050604
645	0.232699074
646	0.2326942628
647	0.2326901985
648	0.2326867402
649	0.2326823868
650	0.2326793071
651	0.2326722196
652	0.2326685635
653	0.2326660185
654	0.2326589549
655	0.2326554913
656	0.2326524621
657	0.2326488763
658	0.2326437974
659	0.2326413232
660	0.232638393
661	0.2326356631
662	0.2326300029
663	0.2326266428
664	0.2326203125
665	0.23261574
666	0.2326128708
667	0.2326094894
668	0.2326055586
669	0.2326015247
670	0.2325978867
671	0.2325949845
672	0.2325903023
673	0.2325848077
674	0.2325833173
675	0.2325795022
676	0.2325729158
677	0.2325672459
678	0.2325631276
679	0.2325575025
680	0.2325529576
681	0.2325488104
682	0.2325465271
683	0.2325441151
684	0.2325400277
685	0.2325342738
686	0.2325276538
687	0.2325242407
688	0.2325217515
689	0.2325174747
690	0.2325135209
691	0.2325076965
692	0.2325016901
693	0.2324966644
694	0.2324895984
695	0.2324831964
696	0.2324786058
697	0.2324757756
698	0.2324717708
699	0.2324657925
700	0.2324617036
701	0.2324577874
702	0.2324524213
703	0.2324500723
704	0.232446684
705	0.2324438234
706	0.2324415792
707	0.2324370584
708	0.2324324936
709	0.2324291575
710	0.2324257571
711	0.2324226838
712	0.2324145406
713	0.2324083872
714	0.2324044382
715	0.2323991105
716	0.2323948837
717	0.2323904372
718	0.2323855443
719	0.2323830444
720	0.2323787832
721	0.2323752021
722	0.2323724905
723	0.2323697915
724	0.2323635612
725	0.2323596379
726	0.2323560275
727	0.2323527328
728	0.2323493302
729	0.2323456132
730	0.2323418756
731	0.232337777
732	0.2323346302
733	0.2323301846
734	0.2323257927
735	0.2323230543
736	0.2323202696
737	0.2323172184
738	0.2323138989
739	0.2323105528
740	0.2323034727
741	0.2323009683
742	0.2322984801
743	0.2322957808
744	0.2322929383
745	0.2322890739
746	0.2322861924
747	0.2322831705
748	0.2322780195
749	0.2322759384
750	0.2322728237
751	0.2322706951
752	0.2322663976
753	0.2322641422
754	0.2322581369
755	0.2322535076
756	0.232246003
757	0.2322404074
758	0.2322368333
759	0.2322297108
760	0.2322228937
761	0.2322195047
762	0.2322151802
763	0.2322122924
764	0.2322092345
765	0.232204635
766	0.2322009183
767	0.2321984629
768	0.2321971126
769	0.2321929451
770	0.2321891096
771	0.2321860244
772	0.2321826027
773	0.2321798977
774	0.2321775317
775	0.2321708574
776	0.2321652152
777	0.2321635635
778	0.2321601697
779	0.2321568295
780	0.2321556221
781	0.2321493503
782	0.2321467919
783	0.2321430144
784	0.2321408018
785	0.2321331197
786	0.2321274782
787	0.2321259538
788	0.2321207218
789	0.2321192079
790	0.2321162229
791	0.2321113672
792	0.2321057788
793	0.2321015939
794	0.2320987655
795	0.2320940758
796	0.2320919831
797	0.2320899429
798	0.2320836369
799	0.232080379
800	0.2320784576
801	0.2320752316
802	0.2320720049
803	0.2320654522
804	0.2320631269
805	0.2320581721
806	0.2320534206
807	0.2320509943
808	0.232046211
809	0.2320437512
810	0.2320352964
811	0.2320301599
812	0.2320277475
813	0.2320255494
814	0.2320227139
815	0.2320197996
816	0.2320165709
817	0.2320125639
818	0.2320093674
819	0.2320049807
820	0.2320015911
821	0.2319995296
822	0.2319961362
823	0.2319910116
824	0.2319871373
825	0.2319840707
826	0.2319777827
827	0.2319751022
828	0.2319690088
829	0.2319654231
830	0.2319619455
831	0.2319583992
832	0.2319569603
833	0.2319528324
834	0.2319457966
835	0.2319434965
836	0.231940988
837	0.2319378336
838	0.2319336488
839	0.2319314481
840	0.231927774
841	0.231925342
842	0.2319235354
843	0.2319204104
844	0.2319166189
845	0.2319127395
846	0.2319084919
847	0.2319028928
848	0.2319000887
849	0.2318976568
850	0.2318942083
851	0.2318911824
852	0.2318879863
853	0.2318846698
854	0.2318820998
855	0.2318787936
856	0.231876691
857	0.2318748006
858	0.2318714257
859	0.2318692182
860	0.2318652316
861	0.2318613808
862	0.2318569799
863	0.2318549553
864	0.231852918
865	0.2318469054
866	0.2318437188
867	0.2318418539
868	0.2318374879
869	0.2318320197
870	0.2318276334
871	0.2318244565
872	0.2318236606
873	0.2318205105
874	0.2318168688
875	0.2318157211
876	0.2318129572
877	0.231808545
878	0.2318059847
879	0.2318040802
880	0.2318013942
881	0.231799117
882	0.2317950848
883	0.2317931365
884	0.2317857689
885	0.2317845165
886	0.2317818228
887	0.2317788135
888	0.2317773039
889	0.2317752548
890	0.2317727263
891	0.2317701924
892	0.2317677266
893	0.2317655459
894	0.2317627801
895	0.2317600986
896	0.231757549
897	0.2317543348
898	0.2317505834
899	0.2317483242
900	0.2317463266
901	0.2317435333
902	0.2317403572
903	0.2317366893
904	0.231733967
905	0.2317286672
906	0.2317266783
907	0.2317245706
908	0.2317220176
909	0.2317197126
910	0.2317147844
911	0.2317124034
912	0.2317072593
913	0.2317033741
914	0.2316973241
915	0.2316953046
916	0.2316927376
917	0.2316860291
918	0.2316832927
919	0.2316779471
920	0.2316746587
921	0.2316706399
922	0.2316669862
923	0.2316621748
924	0.2316591747
925	0.2316549321
926	0.2316527812
927	0.2316493625
928	0.2316478511
929	0.2316458165
930	0.2316432086
931	0.2316410824
932	0.2316371061
933	0.2316347261
934	0.231631347
935	0.231626739
936	0.231624105
937	0.2316176349
938	0.2316148059
939	0.2316078121
940	0.2316042144
941	0.2316020934
942	0.2315968423
943	0.2315945159
944	0.2315903365
945	0.2315877801
946	0.2315850265
947	0.2315823927
948	0.2315797388
949	0.2315776791
950	0.2315735599
951	0.2315719599
952	0.2315694368
953	0.2315668001
954	0.2315653157
955	0.2315610683
956	0.2315566052
957	0.2315536594
958	0.2315500695
959	0.2315450762
960	0.2315428603
961	0.231540585
962	0.2315385289
963	0.231532187
964	0.2315289827
965	0.2315263609
966	0.2315238647
967	0.2315209389
968	0.2315196192
969	0.2315182538
970	0.2315154938
971	0.2315135445
972	0.2315108949
973	0.2315080256
974	0.2315054115
975	0.2315016403
976	0.2314982754
977	0.2314958983
978	0.2314937932
979	0.2314920637
980	0.2314901314
981	0.2314884371
982	0.2314844915
983	0.2314818318
984	0.2314789575
985	0.2314762714
986	0.2314731769
987	0.2314709305
988	0.2314665729
989	0.2314625295
990	0.2314595006
991	0.2314571747
992	0.2314527875
993	0.231450747
994	0.2314476801
995	0.231446202
996	0.2314437066
997	0.2314400432
998	0.2314364759
999	0.2314333569
